CustomerID,LoanID,ApplicantType,Age,EmploymentType,AnnualIncome,MonthlyIncome,LoanType,LoanAmount,LoanTenureMonths,InterestRate,CollateralValue,CreditScore,PastDefaults,NumOpenAccounts,BusinessRevenue,ProfitMargin,BusinessYears,ProbDefault
CUST103157,LN203157,Personal,61,Business-owner,639192,53266,Wedding,101190,60,7,815768,544,0,1,,,,0
CUST103159,LN203159,Personal,52,Business-owner,245646,20470,Wedding,20000,36,9.4,0,682,0,2,,,,0
CUST103160,LN203160,Business,32,Self-employed,169593,14133,Business Expansion,1253188,84,13.27,2813778,567,2,1,7131937,24.72,7,0.507
CUST103161,LN203161,Personal,28,Self-employed,1360296,113358,Personal,439703,60,12.49,710920,685,0,3,,,,0
CUST103162,LN203162,Business,60,Salaried,4157193,346433,Equipment Finance,5126358,36,15.74,5044093,670,0,2,620532,28.5,1,0.113
CUST103163,LN203163,Personal,39,Self-employed,733152,61096,Wedding,479460,60,13.27,433006,671,0,0,,,,0.004
CUST103164,LN203164,Personal,46,Self-employed,645051,53754,Debt Consolidation,512776,24,11.46,495447,664,0,2,,,,0.11
CUST103166,LN203166,Business,38,Salaried,150000,12500,Equipment Finance,50000,120,16.45,8441074,700,0,4,50000,-3.5,26,0
CUST103167,LN203167,Personal,46,Self-employed,505807,42151,Car,385988,36,7,454253,594,0,2,,,,0.082
CUST103168,LN203168,Business,50,Salaried,1082460,90205,Working Capital,5619261,48,16.09,76094,673,0,2,1714260,23.61,10,0.305
CUST103169,LN203169,Personal,30,Business-owner,1264121,105343,Car,435642,36,13.02,594651,699,0,6,,,,0
CUST103170,LN203170,Personal,22,Self-employed,254295,21191,Wedding,190488,60,11.72,535987,622,2,3,,,,0.124
CUST103171,LN203171,Personal,52,Business-owner,859006,71584,Medical,464106,24,12.93,558609,722,0,1,,,,0.032
CUST103172,LN203172,Personal,21,Salaried,316638,26387,Home,581284,72,12.3,128971,732,0,1,,,,0.094
CUST103174,LN203174,Personal,31,Salaried,596998,49750,Home,204642,36,8.99,235266,676,0,3,,,,0
CUST103175,LN203175,Business,31,Self-employed,574396,47866,Invoice Discounting,1826635,36,11.6,0,715,0,2,5481572,1.72,1,0.218
CUST103177,LN203177,Personal,29,Self-employed,614134,51178,Medical,237374,48,10.2,712921,717,0,0,,,,0
CUST103178,LN203178,Personal,28,Salaried,535155,44596,Wedding,395026,48,13.7,877503,789,0,1,,,,0.02
CUST103179,LN203179,Personal,50,Business-owner,488306,40692,Debt Consolidation,408954,72,9.78,469939,766,0,5,,,,0
CUST103180,LN203180,Personal,38,Salaried,542557,45213,Medical,236647,48,10.06,594277,766,1,0,,,,0.033
CUST103181,LN203181,Business,46,Salaried,4317834,359820,Business Expansion,5467016,60,10.83,6450328,678,0,1,2573032,10.49,8,0.02
CUST103182,LN203182,Personal,58,Self-employed,966726,80561,Car,437669,36,11.03,204766,640,0,2,,,,0.06
CUST103183,LN203183,Personal,60,Unemployed,631411,52618,Home,20000,60,12.75,1221452,768,0,2,,,,0
CUST103184,LN203184,Business,67,Salaried,8398621,699885,Invoice Discounting,5474728,60,13.54,6985597,640,0,2,2537182,17.82,14,0
CUST103185,LN203185,Business,33,Salaried,663932,55328,Business Expansion,3558730,84,11.82,7273399,718,0,3,12850026,7.37,9,0.198
CUST103186,LN203186,Business,60,Salaried,2098909,174909,Equipment Finance,7569893,84,13.48,1233456,619,0,2,5323342,-14.77,10,0.162
CUST103187,LN203187,Personal,51,Self-employed,418604,34884,Wedding,453839,48,9.58,330535,709,0,1,,,,0.092
CUST103188,LN203188,Business,57,Self-employed,286465,23872,Equipment Finance,8369752,48,12.71,0,666,0,3,6402319,19.7,18,0.9
CUST103189,LN203189,Business,62,Salaried,1546656,128888,Equipment Finance,5371316,48,14.93,9829641,705,0,2,50000,13.69,15,0.215
CUST103190,LN203190,Business,57,Business-owner,3679893,306658,Equipment Finance,6656108,48,14.81,1741198,626,0,1,9683074,10.1,32,0.115
CUST103191,LN203191,Personal,25,Business-owner,554083,46174,Wedding,179556,60,12.79,104719,665,2,1,,,,0.12
CUST103192,LN203192,Personal,51,Salaried,376669,31389,Debt Consolidation,460596,36,8.01,768308,636,0,1,,,,0.109
CUST103193,LN203193,Business,35,Salaried,4204903,350409,Working Capital,272260,120,11.21,4414376,665,0,1,4073022,22.94,20,0
CUST103194,LN203194,Business,59,Self-employed,1895218,157935,Equipment Finance,1316162,12,15.01,2233844,507,0,2,4969264,35,31,0.143
CUST103195,LN203195,Personal,54,Business-owner,688206,57350,Home,371683,48,11.79,0,689,0,0,,,,0.072
CUST103196,LN203196,Business,62,Business-owner,5517676,459806,Working Capital,4818853,48,15.36,7961911,470,0,3,6508235,29.52,12,0.075
CUST103197,LN203197,Personal,37,Salaried,817854,68155,Car,555309,12,11.9,1578901,786,0,1,,,,0.078
CUST103198,LN203198,Personal,31,Salaried,538235,44853,Personal,371827,24,10.17,154036,678,1,3,,,,0.129
CUST103199,LN203199,Personal,21,Salaried,429998,35833,Home,105846,48,9.7,264225,641,1,2,,,,0.089
CUST103200,LN203200,Personal,29,Salaried,758081,63173,Home,187920,36,8.15,657739,636,0,0,,,,0
CUST103201,LN203201,Personal,26,Salaried,602156,50180,Personal,309826,48,13.01,963320,719,0,1,,,,0.001
CUST103202,LN203202,Business,35,Self-employed,487888,40657,Equipment Finance,3309023,48,8.07,4224471,694,0,3,509108,12.08,22,0.327
CUST103203,LN203203,Business,42,Unemployed,150000,12500,Invoice Discounting,1690020,84,14.52,0,639,0,3,3269116,47.13,25,0.408
CUST103206,LN203206,Personal,59,Salaried,735392,61283,Medical,236499,60,11.93,244043,730,2,0,,,,0.116
CUST103208,LN203208,Personal,58,Business-owner,458996,38250,Debt Consolidation,126200,48,10.3,905365,613,3,4,,,,0.139
CUST103209,LN203209,Business,28,Salaried,5617197,468100,Invoice Discounting,50000,48,21.97,4165091,733,0,4,4875572,20.23,6,0
CUST103210,LN203210,Personal,24,Business-owner,942383,78532,Car,327018,48,14.2,567543,714,0,1,,,,0
CUST103211,LN203211,Personal,61,Salaried,386956,32246,Wedding,187841,36,12.59,0,581,0,3,,,,0.077
CUST103212,LN203212,Business,65,Salaried,3025519,252127,Equipment Finance,7313667,84,10.46,8663485,628,0,5,4499807,-0.65,16,0.112
CUST103215,LN203215,Personal,53,Business-owner,1110204,92517,Personal,455976,72,9.24,673378,677,2,2,,,,0.101
CUST103216,LN203216,Business,34,Salaried,3697555,308130,Equipment Finance,9722514,48,13.64,6315866,636,0,0,50000,16.31,14,0.157
CUST103217,LN203217,Personal,46,Salaried,1246108,103842,Car,249435,24,12.74,410165,781,0,3,,,,0
CUST103218,LN203218,Personal,58,Salaried,771107,64259,Medical,281704,60,14.26,718496,732,0,0,,,,0.005
CUST103219,LN203219,Personal,24,Salaried,685414,57118,Personal,404017,60,13.05,1084228,759,0,3,,,,0.006
CUST103220,LN203220,Personal,22,Salaried,714880,59573,Home,423173,48,11.97,486748,700,0,2,,,,0.002
CUST103221,LN203221,Business,32,Salaried,4832349,402696,Working Capital,7195209,84,15.13,12529363,626,0,1,9280788,-5.22,25,0.081
CUST103222,LN203222,Business,67,Salaried,4808821,400735,Invoice Discounting,4331156,84,13.69,6674155,648,0,1,8810668,9.68,18,0.019
CUST103223,LN203223,Personal,50,Self-employed,393903,32825,Personal,282635,60,9.71,353168,683,0,3,,,,0
CUST103225,LN203225,Business,44,Salaried,1089746,90812,Equipment Finance,7962948,60,12.28,0,668,0,1,50000,25.14,26,0.339
CUST103226,LN203226,Business,40,Business-owner,5005686,417141,Business Expansion,4592298,48,10.44,9119048,672,1,1,3710420,7.32,11,0.105
CUST103227,LN203227,Personal,31,Salaried,880942,73412,Debt Consolidation,755568,48,14.57,232517,689,0,2,,,,0.066
CUST103229,LN203229,Personal,27,Salaried,825868,68822,Medical,319936,36,7.15,552171,734,0,1,,,,0.009
CUST103231,LN203231,Personal,43,Salaried,866651,72221,Personal,634414,60,10.64,1001521,695,0,0,,,,0
CUST103232,LN203232,Personal,42,Salaried,601011,50084,Home,145966,24,15.38,0,755,0,1,,,,0.002
CUST103235,LN203235,Personal,30,Business-owner,350641,29220,Medical,93746,60,8.21,669081,700,0,4,,,,0
CUST103236,LN203236,Business,52,Salaried,6678051,556504,Equipment Finance,5073985,36,12.19,7897335,717,2,1,1324427,-9.03,14,0.131
CUST103237,LN203237,Business,61,Unemployed,6249424,520785,Invoice Discounting,50000,48,15.13,5870361,743,0,0,9065426,5.98,29,0
CUST103238,LN203238,Personal,24,Salaried,236676,19723,Personal,595895,24,10.41,241934,650,0,0,,,,0.248
CUST103241,LN203241,Personal,57,Business-owner,451110,37593,Medical,433506,60,9.97,948191,652,0,0,,,,0.014
CUST103242,LN203242,Personal,44,Salaried,349739,29145,Wedding,333177,48,12.72,972647,690,0,3,,,,0.021
CUST103243,LN203243,Personal,47,Salaried,628305,52359,Car,443294,36,14.63,93327,640,0,1,,,,0.081
CUST103244,LN203244,Business,31,Salaried,1100581,91715,Working Capital,3763217,48,8,0,643,0,4,50000,8.97,13,0.195
CUST103245,LN203245,Business,61,Unemployed,1547148,128929,Equipment Finance,50000,48,8.38,9113936,546,3,3,3043197,17.94,12,0.29
CUST103246,LN203246,Business,61,Business-owner,150000,12500,Equipment Finance,6116113,84,16.84,7604525,695,0,3,4245349,21.83,8,0.9
CUST103247,LN203247,Personal,23,Self-employed,633968,52831,Medical,525976,48,12.98,1289011,806,0,3,,,,0.011
CUST103248,LN203248,Personal,38,Business-owner,480861,40072,Car,276858,36,12.89,0,728,0,2,,,,0.07
CUST103249,LN203249,Personal,39,Salaried,978568,81547,Wedding,351953,60,12.3,0,711,0,0,,,,0.059
CUST103250,LN203250,Personal,44,Business-owner,511519,42627,Wedding,198171,48,10.51,241845,597,0,2,,,,0
CUST103251,LN203251,Personal,51,Salaried,938873,78239,Car,619589,24,10.48,78408,651,0,3,,,,0.086
CUST103252,LN203252,Personal,51,Salaried,337043,28087,Home,513423,36,13.84,147650,762,0,2,,,,0.127
CUST103253,LN203253,Personal,47,Salaried,80000,6667,Wedding,507176,60,13.38,0,764,0,6,,,,0.297
CUST103254,LN203254,Personal,52,Salaried,693603,57800,Debt Consolidation,672908,48,9.89,0,747,1,1,,,,0.108
CUST103255,LN203255,Personal,45,Self-employed,255076,21256,Car,653154,36,14.02,247068,642,0,1,,,,0.196
CUST103256,LN203256,Business,62,Salaried,3259315,271610,Equipment Finance,5655612,60,13.6,0,610,0,1,4728127,2.26,23,0.104
CUST103257,LN203257,Personal,34,Self-employed,892142,74345,Medical,134932,60,13.08,683773,866,0,1,,,,0
CUST103258,LN203258,Business,25,Salaried,3907239,325603,Business Expansion,4535236,120,16,12565013,579,0,0,5910094,24.23,33,0.011
CUST103259,LN203259,Personal,34,Business-owner,624060,52005,Debt Consolidation,610248,48,7.39,0,636,0,2,,,,0.084
CUST103260,LN203260,Personal,55,Salaried,573868,47822,Wedding,20000,48,8.19,579856,624,0,2,,,,0
CUST103261,LN203261,Business,61,Self-employed,4144875,345406,Working Capital,50000,48,15.73,2161443,643,1,1,4283061,4.85,7,0.06
CUST103262,LN203262,Personal,39,Salaried,947519,78960,Personal,164492,48,10,834824,707,0,2,,,,0
CUST103264,LN203264,Personal,29,Self-employed,606458,50538,Wedding,419039,36,7,1222297,622,0,1,,,,0.009
CUST103265,LN203265,Personal,21,Salaried,840914,70076,Personal,94511,72,10.99,901106,783,0,1,,,,0
CUST103266,LN203266,Business,29,Salaried,2136198,178016,Business Expansion,1055174,24,12.18,8086158,706,0,0,5137106,26.15,2,0.025
CUST103267,LN203267,Personal,27,Self-employed,657474,54790,Personal,725942,12,11.71,791714,667,0,1,,,,0.199
CUST103268,LN203268,Personal,56,Salaried,647339,53945,Medical,112842,72,12.66,876301,650,0,0,,,,0
CUST103269,LN203269,Personal,54,Unemployed,404296,33691,Car,133351,36,10.82,91222,758,0,1,,,,0
CUST103270,LN203270,Business,46,Salaried,5009617,417468,Invoice Discounting,771628,84,8,3867418,685,0,1,157729,9.37,13,0
CUST103271,LN203271,Personal,21,Salaried,752987,62749,Home,355265,24,9.84,627136,654,0,1,,,,0.008
CUST103273,LN203273,Business,50,Business-owner,3176636,264720,Working Capital,3148395,36,10.95,5284388,731,0,1,50000,14.93,11,0.047
CUST103274,LN203274,Business,69,Salaried,3160550,263379,Invoice Discounting,3371330,60,18.96,8384144,675,0,1,4888314,21.25,34,0.022
CUST103275,LN203275,Personal,48,Salaried,80000,6667,Debt Consolidation,208684,36,12.26,161653,619,0,1,,,,0.206
CUST103276,LN203276,Personal,40,Self-employed,80000,6667,Home,258643,48,7.73,196422,695,0,0,,,,0.19
CUST103277,LN203277,Personal,39,Salaried,574096,47841,Car,293968,24,13.49,555511,723,0,1,,,,0.032
CUST103278,LN203278,Personal,49,Salaried,1035607,86301,Medical,215475,60,9.74,1077021,748,0,1,,,,0
CUST103279,LN203279,Personal,51,Business-owner,484803,40400,Home,648380,36,10.54,797114,690,1,3,,,,0.143
CUST103281,LN203281,Business,55,Business-owner,4539214,378268,Invoice Discounting,3236835,60,15.33,3636248,723,0,5,8960326,13.57,4,0.007
CUST103282,LN203282,Business,26,Unemployed,2249803,187484,Invoice Discounting,8013294,60,10.57,7577593,638,0,0,4172185,14.3,21,0.165
CUST103283,LN203283,Personal,60,Salaried,693780,57815,Home,371979,36,10.21,618376,858,0,1,,,,0.012
CUST103284,LN203284,Personal,37,Salaried,941578,78465,Car,483739,60,8.43,745303,711,0,4,,,,0
CUST103285,LN203285,Personal,31,Salaried,1031149,85929,Wedding,575952,60,10.86,0,711,0,3,,,,0.061
CUST103286,LN203286,Business,60,Salaried,150000,12500,Business Expansion,5602907,84,14.05,0,786,2,5,5324360,9.15,17,0.9
CUST103287,LN203287,Personal,26,Self-employed,320370,26698,Car,728644,24,10.36,650165,695,0,2,,,,0.235
CUST103288,LN203288,Business,28,Self-employed,150000,12500,Working Capital,50000,48,12.93,10673730,685,0,3,2744939,5.31,3,0
CUST103289,LN203289,Personal,45,Salaried,750980,62582,Wedding,407983,36,13.08,524582,735,0,2,,,,0.022
CUST103290,LN203290,Personal,29,Salaried,971079,80923,Medical,239047,48,13.16,277487,782,0,1,,,,0
CUST103292,LN203292,Personal,43,Self-employed,880892,73408,Medical,20000,12,7,0,737,0,3,,,,0
CUST103293,LN203293,Business,54,Salaried,150000,12500,Working Capital,8381758,48,11.75,7332427,709,3,4,3261050,4.5,27,0.9
CUST103294,LN203294,Business,63,Self-employed,6203554,516963,Working Capital,3116119,60,14.58,2765191,759,1,2,2213848,44.25,4,0.088
CUST103295,LN203295,Personal,47,Salaried,410750,34229,Car,20000,60,9.04,0,726,0,3,,,,0
CUST103296,LN203296,Personal,30,Salaried,940699,78392,Medical,287732,36,11.99,767238,677,2,1,,,,0.117
CUST103297,LN203297,Personal,55,Self-employed,398364,33197,Car,588604,72,11.2,1091163,687,0,1,,,,0.024
CUST103298,LN203298,Business,61,Salaried,3305885,275490,Working Capital,2562071,36,13.79,7003291,808,0,1,846124,20.85,20,0.02
CUST103299,LN203299,Personal,50,Salaried,869559,72463,Home,324784,48,10.45,0,672,0,0,,,,0.046
CUST103300,LN203300,Personal,24,Business-owner,638985,53249,Home,383510,48,10.09,0,732,0,0,,,,0.07
CUST103301,LN203301,Business,47,Salaried,4158359,346530,Equipment Finance,5483623,84,10.22,7425469,709,0,4,4600354,18.51,24,0.027
CUST103302,LN203302,Business,40,Salaried,6283086,523590,Business Expansion,3374377,48,16.78,4805783,663,0,2,5961261,-1.64,32,0.005
CUST103303,LN203303,Personal,34,Business-owner,689475,57456,Wedding,436804,36,9.49,1342329,714,0,5,,,,0.02
CUST103304,LN203304,Business,36,Salaried,1630016,135835,Working Capital,7966419,84,13.36,8240951,738,0,1,2688504,12.2,19,0.201
CUST103305,LN203305,Business,38,Salaried,3244316,270360,Invoice Discounting,10331852,120,8,8741639,534,0,3,7030791,7.87,24,0.117
CUST103306,LN203306,Personal,51,Salaried,1128613,94051,Personal,487010,24,10.47,604307,557,0,1,,,,0.075
CUST103307,LN203307,Personal,41,Salaried,575793,47983,Debt Consolidation,159844,48,16.15,0,666,0,1,,,,0.056
CUST103308,LN203308,Personal,53,Salaried,670981,55915,Home,297367,36,12.17,1517220,679,0,3,,,,0.012
CUST103309,LN203309,Personal,27,Business-owner,584909,48742,Personal,338947,48,9.71,460569,822,0,2,,,,0.006
CUST103311,LN203311,Personal,44,Salaried,646000,53833,Debt Consolidation,348354,48,13.39,0,678,0,2,,,,0.074
CUST103312,LN203312,Personal,33,Salaried,383582,31965,Medical,280932,60,11.51,439828,730,0,1,,,,0
CUST103313,LN203313,Personal,64,Self-employed,170365,14197,Wedding,640003,12,8.07,0,721,0,0,,,,0.632
CUST103314,LN203314,Business,39,Self-employed,3619239,301603,Business Expansion,50000,24,11.77,4128373,636,0,4,5217359,17.89,9,0
CUST103315,LN203315,Personal,35,Self-employed,403947,33662,Car,390839,24,12.66,820689,770,0,2,,,,0.067
CUST103316,LN203316,Business,50,Unemployed,1269587,105799,Working Capital,9039171,48,15.3,6732195,644,0,2,3385924,11.3,22,0.394
CUST103317,LN203317,Personal,33,Salaried,677320,56443,Medical,272921,12,13.88,307032,761,0,4,,,,0.045
CUST103318,LN203318,Business,53,Self-employed,4505948,375496,Working Capital,7040406,120,16.16,763004,546,0,2,7609171,10.86,11,0.085
CUST103319,LN203319,Business,43,Self-employed,150000,12500,Equipment Finance,4299722,48,8,1244526,676,0,4,10435735,31.19,28,0.9
CUST103320,LN203320,Personal,21,Business-owner,413942,34495,Medical,20000,48,8.33,440825,594,0,2,,,,0
CUST103321,LN203321,Personal,64,Self-employed,603391,50283,Wedding,520525,36,13.83,0,637,0,2,,,,0.088
CUST103322,LN203322,Personal,47,Self-employed,794618,66218,Debt Consolidation,455602,36,14.26,502187,701,0,3,,,,0.003
CUST103323,LN203323,Personal,43,Self-employed,386893,32241,Wedding,531863,12,13.35,1037833,758,0,3,,,,0.255
CUST103324,LN203324,Personal,40,Salaried,740811,61734,Debt Consolidation,150821,36,8.4,775704,610,0,2,,,,0
CUST103325,LN203325,Personal,32,Self-employed,463258,38605,Wedding,390700,48,8.24,925755,641,0,2,,,,0.021
CUST103326,LN203326,Business,31,Salaried,5939903,494992,Invoice Discounting,3846621,120,11.77,6345026,726,0,2,5402897,-0.93,30,0.003
CUST103327,LN203327,Business,33,Salaried,2048589,170716,Equipment Finance,12546753,48,18.28,6310751,696,0,2,6608701,10.14,3,0.37
CUST103328,LN203328,Personal,39,Business-owner,602945,50245,Medical,115292,60,9.44,265700,715,0,4,,,,0
CUST103329,LN203329,Business,49,Business-owner,4670087,389174,Working Capital,3280130,60,21.99,944956,779,0,3,7156029,14.04,20,0.014
CUST103330,LN203330,Personal,42,Salaried,698166,58181,Medical,330842,60,14.44,1230852,634,0,4,,,,0.009
CUST103331,LN203331,Business,65,Salaried,4335035,361253,Equipment Finance,4648929,48,13.01,0,766,0,1,2777332,8.89,32,0.083
CUST103332,LN203332,Personal,46,Salaried,779628,64969,Medical,442238,12,8.23,336546,677,1,2,,,,0.144
CUST103333,LN203333,Personal,38,Business-owner,227766,18980,Personal,434801,72,8.14,87023,671,0,4,,,,0.087
CUST103334,LN203334,Personal,28,Business-owner,886185,73849,Debt Consolidation,168083,36,11.18,7034,644,0,2,,,,0.053
CUST103335,LN203335,Business,54,Salaried,4006334,333861,Business Expansion,3492359,48,9.01,2507183,553,0,0,6462567,11.35,12,0.08
CUST103336,LN203336,Business,47,Salaried,150000,12500,Invoice Discounting,50000,84,8.77,5634770,730,0,1,5014369,6.34,4,0
CUST103337,LN203337,Personal,29,Business-owner,551731,45978,Personal,114470,60,12.89,0,747,0,2,,,,0
CUST103338,LN203338,Personal,61,Business-owner,534420,44535,Debt Consolidation,236411,48,13.09,0,702,1,3,,,,0.101
CUST103339,LN203339,Business,36,Salaried,5424801,452067,Working Capital,8566581,36,18.05,0,713,0,3,13169000,6.71,26,0.15
CUST103340,LN203340,Business,25,Salaried,3346104,278842,Working Capital,10934517,60,9.9,5628252,616,0,1,6302605,19.74,9,0.147
CUST103341,LN203341,Business,56,Unemployed,1855525,154627,Invoice Discounting,7336818,36,14.64,14940488,651,0,1,3280904,20.75,5,0.295
CUST103342,LN203342,Personal,31,Business-owner,883573,73631,Debt Consolidation,216213,48,13.39,127858,735,0,1,,,,0
CUST103343,LN203343,Business,36,Salaried,150000,12500,Invoice Discounting,8330842,48,13.22,0,669,0,2,13138131,31.54,20,0.9
CUST103344,LN203344,Business,69,Salaried,3806488,317207,Working Capital,2704264,48,12.89,4749857,719,0,2,3959494,24.52,19,0.016
CUST103345,LN203345,Personal,30,Salaried,623025,51919,Medical,305165,12,11.8,633762,745,1,2,,,,0.135
CUST103346,LN203346,Personal,60,Salaried,383369,31947,Personal,423546,36,11.23,0,796,0,3,,,,0.032
CUST103348,LN203348,Personal,28,Salaried,540564,45047,Medical,596466,36,7.1,537051,629,2,0,,,,0.148
CUST103350,LN203350,Business,32,Business-owner,6635787,552982,Business Expansion,10283324,24,10.56,4506048,705,0,1,8136461,3.53,33,0.172
CUST103351,LN203351,Business,65,Salaried,4520576,376715,Invoice Discounting,8032250,60,12.24,0,736,0,2,4452797,9.34,33,0.115
CUST103353,LN203353,Personal,60,Self-employed,638235,53186,Wedding,332230,48,13.01,1025749,610,0,1,,,,0.011
CUST103354,LN203354,Business,59,Salaried,2104685,175390,Business Expansion,50000,36,10.53,9252937,587,0,3,9852446,-18.52,13,0
CUST103355,LN203355,Personal,33,Self-employed,737385,61449,Home,329115,12,10.2,53021,664,0,2,,,,0.105
CUST103356,LN203356,Business,33,Self-employed,1849728,154144,Invoice Discounting,9738284,120,11.41,10098997,660,0,1,50000,-15.22,8,0.18
CUST103358,LN203358,Business,41,Unemployed,6135591,511299,Business Expansion,6746442,36,8.78,4736288,572,0,4,7669566,11.81,12,0.097
CUST103359,LN203359,Business,60,Salaried,4047472,337289,Working Capital,4648745,120,12.95,8480844,673,0,0,3850901,-8.75,33,0
CUST103360,LN203360,Personal,32,Salaried,182205,15184,Medical,581350,60,11.51,170679,723,0,0,,,,0.162
CUST103361,LN203361,Business,54,Salaried,574793,47899,Equipment Finance,50000,84,14.96,6885398,569,0,1,4131151,20.66,22,0
CUST103362,LN203362,Business,60,Business-owner,2053428,171119,Invoice Discounting,5709747,48,13.12,8144647,626,0,1,8615377,-10.75,34,0.182
CUST103363,LN203363,Business,67,Salaried,7757679,646473,Equipment Finance,7137481,60,11.92,11233965,716,0,2,7576962,19.32,18,0
CUST103364,LN203364,Business,65,Salaried,1519161,126597,Equipment Finance,5403850,36,16.25,5787641,697,0,2,8557362,-9.6,8,0.26
CUST103365,LN203365,Personal,46,Salaried,520218,43352,Wedding,69896,24,9.89,329395,632,0,2,,,,0
CUST103366,LN203366,Personal,39,Self-employed,284355,23696,Debt Consolidation,425695,36,10.62,1252514,726,0,1,,,,0.071
CUST103367,LN203367,Business,33,Salaried,3562044,296837,Working Capital,9282492,60,10.39,2310231,745,3,1,10826799,0.7,25,0.389
CUST103368,LN203368,Business,49,Salaried,150000,12500,Invoice Discounting,5954124,60,18.19,4765213,572,0,1,6821048,39.55,27,0.9
CUST103370,LN203370,Business,37,Salaried,5715039,476253,Working Capital,8701943,36,14.1,14423279,489,0,2,3301750,11.46,14,0.117
CUST103371,LN203371,Personal,48,Self-employed,576729,48061,Home,543550,36,10.95,624200,601,0,1,,,,0.089
CUST103372,LN203372,Personal,23,Salaried,545752,45479,Wedding,175496,48,9.31,0,712,0,2,,,,0.063
CUST103373,LN203373,Personal,56,Salaried,460670,38389,Debt Consolidation,73528,48,10.14,0,647,0,2,,,,0.056
CUST103374,LN203374,Personal,40,Self-employed,730975,60915,Wedding,333511,48,14,718683,613,0,1,,,,0
CUST103375,LN203375,Personal,63,Business-owner,391926,32661,Home,22656,36,10.24,630637,773,0,2,,,,0
CUST103376,LN203376,Personal,48,Salaried,716481,59707,Car,318814,60,11.75,0,639,0,2,,,,0.042
CUST103377,LN203377,Personal,47,Salaried,485098,40425,Debt Consolidation,434791,36,9.16,878516,691,1,0,,,,0.115
CUST103379,LN203379,Personal,37,Salaried,517293,43108,Wedding,227933,72,12.51,1118127,695,0,3,,,,0
CUST103380,LN203380,Personal,57,Salaried,608597,50716,Home,399729,36,9.8,542434,682,0,0,,,,0.004
CUST103381,LN203381,Business,34,Unemployed,3480483,290040,Business Expansion,10362575,120,14,231859,653,0,4,1988163,5.81,26,0.115
CUST103382,LN203382,Personal,35,Business-owner,291264,24272,Wedding,540923,36,10.27,804216,703,0,1,,,,0.144
CUST103383,LN203383,Personal,40,Salaried,318199,26517,Debt Consolidation,354901,48,14.23,611290,747,0,4,,,,0.02
CUST103384,LN203384,Personal,50,Salaried,509481,42457,Wedding,331253,48,8.75,581714,737,0,1,,,,0
CUST103385,LN203385,Personal,59,Self-employed,914582,76215,Home,509096,60,14.19,671363,726,0,1,,,,0.001
CUST103386,LN203386,Business,63,Salaried,1384467,115372,Working Capital,3575222,60,15.81,73612,536,0,3,6517066,5.33,7,0.157
CUST103387,LN203387,Personal,34,Business-owner,870802,72567,Personal,422545,72,8.63,268107,785,0,1,,,,0.001
CUST103388,LN203388,Business,48,Salaried,6826836,568903,Business Expansion,2394489,84,17,9213117,686,0,4,509656,-2.08,28,0
CUST103389,LN203389,Business,43,Salaried,8174662,681222,Equipment Finance,7148511,48,19.01,2966255,623,0,0,7669155,20.34,8,0.071
CUST103390,LN203390,Business,53,Self-employed,150000,12500,Business Expansion,50000,48,18.74,8353848,683,1,3,986068,7.86,25,0.087
CUST103393,LN203393,Personal,35,Salaried,518513,43209,Wedding,134918,48,12.31,506339,582,0,1,,,,0
CUST103394,LN203394,Personal,28,Salaried,843667,70306,Medical,46113,60,11.16,279632,637,0,2,,,,0
CUST103396,LN203396,Personal,21,Salaried,1024337,85361,Home,266773,60,14.05,460651,688,0,1,,,,0
CUST103397,LN203397,Personal,31,Business-owner,341472,28456,Wedding,246699,24,9.46,1112181,584,1,1,,,,0.12
CUST103398,LN203398,Personal,57,Salaried,537537,44795,Wedding,486903,48,10.03,589419,776,0,2,,,,0.016
CUST103399,LN203399,Personal,61,Business-owner,358626,29886,Home,76539,36,11.08,0,723,1,5,,,,0.077
CUST103400,LN203400,Business,69,Salaried,4696394,391366,Equipment Finance,705082,36,12.41,3625407,703,0,1,6604272,-2.73,4,0
CUST103401,LN203401,Business,29,Salaried,866183,72182,Invoice Discounting,922265,36,8,5966088,792,0,4,6875591,31.4,5,0.045
CUST103402,LN203402,Business,65,Self-employed,150000,12500,Business Expansion,576794,48,14.01,2343934,738,0,2,3704949,1.69,5,0.228
CUST103403,LN203403,Personal,31,Business-owner,688879,57407,Home,369988,60,11.05,1157386,740,0,3,,,,0.006
CUST103405,LN203405,Business,60,Self-employed,3705985,308832,Working Capital,4683061,48,16.84,5245904,557,0,1,7604178,2.99,10,0.087
CUST103406,LN203406,Personal,57,Self-employed,722345,60195,Personal,510669,60,9.73,688876,676,0,1,,,,0.014
CUST103407,LN203407,Personal,55,Business-owner,990769,82564,Personal,304544,36,10.4,543001,753,0,2,,,,0
CUST103408,LN203408,Personal,32,Business-owner,976838,81403,Debt Consolidation,371782,12,10.31,319490,714,0,1,,,,0.098
CUST103409,LN203409,Business,61,Salaried,5745205,478767,Invoice Discounting,2594661,36,15.6,4403969,540,0,4,5834274,12.15,15,0.068
CUST103411,LN203411,Business,66,Salaried,150000,12500,Business Expansion,5549912,60,13.54,8600848,558,0,5,3883690,12.23,17,0.9
CUST103412,LN203412,Personal,45,Salaried,952318,79360,Personal,111909,60,10.95,119510,680,0,4,,,,0
